accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,datetime
2019136B41592,2019,136B41592,415321,440222,-1.768554,53.858015,West Yorkshire,Slight,2,1,2019-11-04,Monday,18:20:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,60,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - no lighting,Fine no high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010573,2019-11-04T18:20:00Z
2019136B50393,2019,136B50393,418306,434443,-1.723515,53.805978,West Yorkshire,Slight,1,1,2019-11-05,Tuesday,09:25:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010827,2019-11-05T09:25:00Z
2019136B50768,2019,136B50768,412126,437531,-1.817233,53.833912,West Yorkshire,Slight,2,1,2019-11-05,Tuesday,12:50:00,Bradford,E08000032,E08000032,A,NA,Roundabout,40,Roundabout,Give way or uncontrolled,B,NA,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010596,2019-11-05T12:50:00Z
2019136B51239,2019,136B51239,405151,441079,-1.923159,53.865915,West Yorkshire,Slight,2,2,2019-11-05,Tuesday,16:12:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010724,2019-11-05T16:12:00Z
2019136B51384,2019,136B51384,414807,426822,-1.777007,53.737592,West Yorkshire,Slight,2,1,2019-11-05,Tuesday,17:07:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010871,2019-11-05T17:07:00Z
2019136B51629,2019,136B51629,415291,428522,-1.769587,53.752858,West Yorkshire,Slight,2,1,2019-11-05,Tuesday,18:41:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,B,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010866,2019-11-05T18:41:00Z
2019136B60494,2019,136B60494,416243,430431,-1.755049,53.769987,West Yorkshire,Slight,2,1,2019-11-06,Wednesday,08:57:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Frost or ice,None,None,Urban,Yes,Non-trunk,E01010747,2019-11-06T08:57:00Z
2019136B61333,2019,136B61333,416959,433375,-1.744026,53.796425,West Yorkshire,Slight,1,1,2019-11-06,Wednesday,16:00:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033692,2019-11-06T16:00:00Z
2019136B61414,2019,136B61414,406532,441330,-1.902154,53.868156,West Yorkshire,Slight,1,1,2019-11-06,Wednesday,13:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010710,2019-11-06T13:00:00Z
2019136B61527,2019,136B61527,417509,435542,-1.735555,53.815883,West Yorkshire,Slight,1,1,2019-11-06,Wednesday,17:27:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010598,2019-11-06T17:27:00Z
2019136B62059,2019,136B62059,419594,438456,-1.703704,53.842,West Yorkshire,Slight,2,1,2019-11-06,Wednesday,21:22:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010683,2019-11-06T21:22:00Z
2019136B70326,2019,136B70326,413673,433594,-1.793901,53.798488999999996,West Yorkshire,Serious,1,1,2019-11-07,Thursday,08:45:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010630,2019-11-07T08:45:00Z
2019136B71037,2019,136B71037,414857,430861,-1.776057,53.773893,West Yorkshire,Slight,1,1,2019-11-07,Thursday,14:57:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010852,2019-11-07T14:57:00Z
2019136B71070,2019,136B71070,415161,430115,-1.77148,53.767179,West Yorkshire,Slight,2,2,2019-11-07,Thursday,15:10:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010749,2019-11-07T15:10:00Z
2019136B71283,2019,136B71283,414809,436204,-1.77653,53.821916,West Yorkshire,Slight,2,2,2019-11-07,Thursday,16:28:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010791,2019-11-07T16:28:00Z
2019136B72079,2019,136B72079,417791,430642,-1.731552,53.771833,West Yorkshire,Slight,1,1,2019-11-07,Thursday,23:00:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010615,2019-11-07T23:00:00Z
2019136B72092,2019,136B72092,416100,433576,-1.757056,53.798258,West Yorkshire,Serious,1,1,2019-11-07,Thursday,23:17:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,Crossroads,Auto traffic signal,A,NA,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033690,2019-11-07T23:17:00Z
2019136B80189,2019,136B80189,419030,432147,-1.712662,53.785317,West Yorkshire,Slight,2,1,2019-11-07,Thursday,06:45:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010610,2019-11-07T06:45:00Z
2019136B81590,2019,136B81590,409292,434091,-1.860398,53.803051,West Yorkshire,Slight,1,2,2019-11-08,Friday,18:43:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,60,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Rural,Yes,Non-trunk,E01010797,2019-11-08T18:43:00Z
2019136B90762,2019,136B90762,415535,431568,-1.765734,53.780228,West Yorkshire,Slight,1,1,2019-11-09,Saturday,12:38:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010733,2019-11-09T12:38:00Z
2019136B91985,2019,136B91985,409488,437085,-1.85733,53.829957,West Yorkshire,Slight,1,4,2019-11-09,Saturday,22:44:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,60,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - no lighting,Fine no high winds,Frost or ice,None,None,Rural,Yes,Non-trunk,E01010587,2019-11-09T22:44:00Z
2019136BB0203,2019,136BB0203,420991,429517,-1.683078,53.761604,West Yorkshire,Slight,2,1,2019-11-11,Monday,07:10:00,Bradford,E08000032,E08000032,A,NA,Roundabout,40,Roundabout,Give way or uncontrolled,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010816,2019-11-11T07:10:00Z
2019136BB1015,2019,136BB1015,411930,432164,-1.820418,53.785678,West Yorkshire,Slight,4,2,2019-11-11,Monday,15:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Mini-roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010633,2019-11-11T15:50:00Z
2019136BB1227,2019,136BB1227,414471,437050,-1.781625,53.829529,West Yorkshire,Slight,2,1,2019-11-11,Monday,16:57:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010787,2019-11-11T16:57:00Z
2019136BC0287,2019,136BC0287,414277,433583,-1.784732,53.798374,West Yorkshire,Slight,2,1,2019-11-12,Tuesday,07:55:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010833,2019-11-12T07:55:00Z
2019136BD0463,2019,136BD0463,418835,436163,-1.715378,53.821419,West Yorkshire,Slight,2,1,2019-11-13,Wednesday,10:28:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010649,2019-11-13T10:28:00Z
2019136BD0741,2019,136BD0741,413835,442500,-1.791044,53.87853,West Yorkshire,Slight,1,2,2019-11-13,Wednesday,12:40:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,60,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010764,2019-11-13T12:40:00Z
2019136BE0020,2019,136BE0020,416342,432229,-1.753453,53.786144,West Yorkshire,Slight,2,2,2019-11-14,Thursday,00:11:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010730,2019-11-14T00:11:00Z
2019136BE0589,2019,136BE0589,405598,439620,-1.916388,53.852797,West Yorkshire,Slight,1,1,2019-11-14,Thursday,14:15:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010716,2019-11-14T14:15:00Z
2019136BE1149,2019,136BE1149,412532,435930,-1.811129,53.819513,West Yorkshire,Slight,2,1,2019-11-14,Thursday,15:58:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,20,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010674,2019-11-14T15:58:00Z
2019136BE1406,2019,136BE1406,416973,432499,-1.743862,53.788551,West Yorkshire,Fatal,1,1,2019-11-14,Thursday,17:50:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010730,2019-11-14T17:50:00Z
2019136BE1439,2019,136BE1439,405450,440018,-1.918631,53.856376,West Yorkshire,Slight,1,1,2019-11-14,Thursday,18:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010714,2019-11-14T18:00:00Z
2019136BE1718,2019,136BE1718,418712,435799,-1.717268,53.818152,West Yorkshire,Slight,2,1,2019-11-14,Thursday,20:26:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010649,2019-11-14T20:26:00Z
2019136BE1755,2019,136BE1755,406007,440980,-1.910144,53.865016,West Yorkshire,Slight,2,1,2019-11-14,Thursday,20:40:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,20,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010710,2019-11-14T20:40:00Z
2019136BF0791,2019,136BF0791,418233,434220,-1.724636,53.803977,West Yorkshire,Slight,1,1,2019-11-15,Friday,13:10:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010832,2019-11-15T13:10:00Z
2019136BG0959,2019,136BG0959,418832,431784,-1.715689,53.782061,West Yorkshire,Slight,1,1,2019-11-16,Saturday,14:05:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010614,2019-11-16T14:05:00Z
2019136BG1306,2019,136BG1306,415007,431544,-1.773748,53.780027,West Yorkshire,Serious,2,2,2019-11-16,Saturday,17:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010735,2019-11-16T17:15:00Z
2019136BH1510,2019,136BH1510,414827,426047,-1.776741,53.730626,West Yorkshire,Slight,2,1,2019-11-17,Sunday,19:15:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Crossroads,Auto traffic signal,A,NA,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010871,2019-11-17T19:15:00Z
2019136BI1902,2019,136BI1902,418008,433581,-1.72809,53.798241,West Yorkshire,Serious,2,1,2019-11-18,Monday,21:55:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010622,2019-11-18T21:55:00Z
2019136BJ1082,2019,136BJ1082,413558,431991,-1.795717,53.784084,West Yorkshire,Slight,2,1,2019-11-19,Tuesday,15:36:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010662,2019-11-19T15:36:00Z
2019136BJ1213,2019,136BJ1213,415280,431195,-1.769622,53.776883,West Yorkshire,Slight,2,1,2019-11-20,Wednesday,16:28:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Zebra,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010739,2019-11-20T16:28:00Z
2019136BJ1519,2019,136BJ1519,409654,435595,-1.854855,53.816562,West Yorkshire,Slight,3,1,2019-11-19,Tuesday,18:20:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Frost or ice,None,None,Rural,Yes,Non-trunk,E01010587,2019-11-19T18:20:00Z
2019136BJ1669,2019,136BJ1669,415237,431175,-1.770275,53.776704,West Yorkshire,Slight,1,1,2019-11-19,Tuesday,14:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,Non-trunk,E01010739,2019-11-19T14:00:00Z
2019136BJ1819,2019,136BJ1819,415441,431945,-1.767142,53.783619,West Yorkshire,Slight,2,2,2019-11-19,Tuesday,20:42:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Roundabout,30,Mini-roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010834,2019-11-19T20:42:00Z
2019136BK1405,2019,136BK1405,413894,430342,-1.790691,53.769254,West Yorkshire,Slight,3,2,2019-11-20,Wednesday,17:40:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010668,2019-11-20T17:40:00Z
2019136BL0145,2019,136BL0145,404896,438136,-1.927083,53.839466,West Yorkshire,Slight,1,1,2019-11-21,Thursday,05:21:00,Bradford,E08000032,E08000032,A,NA,One way street,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - no lighting,Other,Frost or ice,None,None,Urban,Yes,Non-trunk,E01010854,2019-11-21T05:21:00Z
2019136BL0227,2019,136BL0227,411047,440575,-1.833521,53.861295,West Yorkshire,Serious,1,1,2019-11-21,Thursday,07:57:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,20,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010765,2019-11-21T07:57:00Z
2019136BL0482,2019,136BL0482,417231,435656,-1.739771,53.816917,West Yorkshire,Slight,1,1,2019-11-21,Thursday,08:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,20,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,Non-trunk,E01010597,2019-11-21T08:15:00Z
2019136BL1737,2019,136BL1737,415100,429472,-1.772437,53.761402,West Yorkshire,Slight,2,2,2019-11-21,Thursday,21:10:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Central refuge,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010741,2019-11-21T21:10:00Z
2019136BM0249,2019,136BM0249,418438,437790,-1.721312,53.836056,West Yorkshire,Slight,2,1,2019-11-22,Friday,07:38:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010683,2019-11-22T07:38:00Z
2019136BM0266,2019,136BM0266,413867,430352,-1.7911,53.769345,West Yorkshire,Slight,2,3,2019-11-22,Friday,07:50:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fog or mist,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010668,2019-11-22T07:50:00Z
2019136BM0513,2019,136BM0513,415381,439392,-1.767683,53.850553,West Yorkshire,Slight,2,2,2019-11-21,Thursday,21:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,Zebra,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010577,2019-11-21T21:30:00Z
2019136BN1318,2019,136BN1318,415490,430927,-1.766449,53.774468,West Yorkshire,Slight,2,2,2019-11-23,Saturday,17:20:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010744,2019-11-23T17:20:00Z
2019136BN1431,2019,136BN1431,409396,429572,-1.858955,53.762433,West Yorkshire,Slight,2,1,2019-11-23,Saturday,18:15:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fog or mist,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010760,2019-11-23T18:15:00Z
2019136BN2039,2019,136BN2039,415059,438045,-1.772643,53.838456,West Yorkshire,Slight,1,1,2019-11-23,Saturday,23:40:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010571,2019-11-23T23:40:00Z
2019136BO0281,2019,136BO0281,412707,436590,-1.808444,53.825441,West Yorkshire,Serious,1,3,2019-11-24,Sunday,03:23:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010790,2019-11-24T03:23:00Z
2019136BP0962,2019,136BP0962,411282,438512,-1.830022,53.842748,West Yorkshire,Serious,1,1,2019-11-25,Monday,14:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010585,2019-11-25T14:00:00Z
