accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,datetime
20181351Q1366,2018,1351Q1366,413316,430920,-1.799435,53.774464,West Yorkshire,Slight,1,1,2018-01-26,Friday,17:20:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights unlit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010762,2018-01-26T17:20:00Z
20181351R0401,2018,1351R0401,405940,440442,-1.911173,53.860181,West Yorkshire,Serious,2,1,2018-01-27,Saturday,07:20:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010711,2018-01-27T07:20:00Z
20181351R1287,2018,1351R1287,414275,435326,-1.784682,53.81404,West Yorkshire,Serious,3,3,2018-01-27,Saturday,16:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010670,2018-01-27T16:50:00Z
20181351R1976,2018,1351R1976,418562,433351,-1.719693,53.796155,West Yorkshire,Serious,2,1,2018-01-27,Saturday,22:50:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010620,2018-01-27T22:50:00Z
20181351R1989,2018,1351R1989,416140,434953,-1.756378,53.810633,West Yorkshire,Slight,2,2,2018-01-27,Saturday,22:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010599,2018-01-27T22:30:00Z
20181351S0502,2018,1351S0502,415879,433432,-1.760419,53.796971,West Yorkshire,Slight,1,1,2018-01-28,Sunday,09:35:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,T or staggered junction,Auto traffic signal,B,NA,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033691,2018-01-28T09:35:00Z
20181351S0600,2018,1351S0600,411844,435672,-1.821589,53.81721,West Yorkshire,Slight,2,1,2018-01-28,Sunday,10:49:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining + high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010669,2018-01-28T10:49:00Z
20181351S0769,2018,1351S0769,415534,435911,-1.765533,53.819262,West Yorkshire,Slight,2,1,2018-01-28,Sunday,12:35:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010776,2018-01-28T12:35:00Z
20181351S1010,2018,1351S1010,415281,433519,-1.769493,53.79777,West Yorkshire,Slight,2,2,2018-01-28,Sunday,13:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010833,2018-01-28T13:00:00Z
20181351T0236,2018,1351T0236,405435,441151,-1.918839,53.866559,West Yorkshire,Serious,1,1,2018-01-29,Monday,07:35:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010723,2018-01-29T07:35:00Z
20181351T0886,2018,1351T0886,405625,439730,-1.915976,53.853785,West Yorkshire,Slight,1,1,2018-01-29,Monday,09:30:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010716,2018-01-29T09:30:00Z
20181351U0195,2018,1351U0195,416212,432808,-1.755396,53.791352,West Yorkshire,Slight,1,1,2018-01-30,Tuesday,06:05:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010834,2018-01-30T06:05:00Z
20181351U1294,2018,1351U1294,414836,438112,-1.776029,53.839064,West Yorkshire,Slight,2,1,2018-01-30,Tuesday,16:54:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010571,2018-01-30T16:54:00Z
20181351U1554,2018,1351U1554,412678,434395,-1.808974,53.805713,West Yorkshire,Slight,1,1,2018-01-30,Tuesday,18:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lighting unknown,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010805,2018-01-30T18:15:00Z
20181351U1574,2018,1351U1574,414528,431908,-1.781,53.783312,West Yorkshire,Slight,1,1,2018-01-30,Tuesday,19:18:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010839,2018-01-30T19:18:00Z
20181351U1702,2018,1351U1702,413905,433318,-1.790391,53.796002,West Yorkshire,Slight,2,1,2018-01-30,Tuesday,14:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010833,2018-01-30T14:30:00Z
20181351U1789,2018,1351U1789,414274,434488,-1.784736,53.806508,West Yorkshire,Slight,1,1,2018-01-30,Tuesday,20:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010808,2018-01-30T20:15:00Z
20181351U2029,2018,1351U2029,418091,435140,-1.726739,53.81225,West Yorkshire,Slight,2,1,2018-01-30,Tuesday,23:41:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010651,2018-01-30T23:41:00Z
20181351V0332,2018,1351V0332,414257,445857,-1.784471,53.908691,West Yorkshire,Slight,3,1,2018-01-31,Wednesday,08:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,60,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Snowing no high winds,Snow,None,None,Rural,Yes,Non-trunk,E01010770,2018-01-31T08:15:00Z
20181351V0661,2018,1351V0661,405600,439622,-1.916357,53.852815,West Yorkshire,Serious,2,1,2018-01-31,Wednesday,11:35:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010716,2018-01-31T11:35:00Z
20181351V1437,2018,1351V1437,416033,432565,-1.758125,53.789173,West Yorkshire,Slight,2,1,2018-01-31,Wednesday,18:05:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010731,2018-01-31T18:05:00Z
20181351V1498,2018,1351V1498,415106,437242,-1.771968,53.831237,West Yorkshire,Slight,1,1,2018-01-31,Wednesday,18:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010777,2018-01-31T18:30:00Z
20181351V1508,2018,1351V1508,416217,431437,-1.755391,53.77903,West Yorkshire,Slight,1,1,2018-01-31,Wednesday,18:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,Zebra,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,Non-trunk,E01010737,2018-01-31T18:30:00Z
20181351V1558,2018,1351V1558,415232,433057,-1.770259,53.793619,West Yorkshire,Slight,1,1,2018-01-31,Wednesday,18:55:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010833,2018-01-31T18:55:00Z
20181351V1565,2018,1351V1565,416430,432069,-1.752126,53.784703,West Yorkshire,Slight,2,1,2018-01-31,Wednesday,19:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lighting unknown,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010736,2018-01-31T19:00:00Z
2018135211614,2018,135211614,415360,426742,-1.768628,53.736857,West Yorkshire,Slight,2,1,2018-02-01,Thursday,19:40:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Crossroads,Give way or uncontrolled,B,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010872,2018-02-01T19:40:00Z
2018135250372,2018,135250372,413226,431973,-1.800756,53.783931,West Yorkshire,Slight,2,2,2018-02-05,Monday,08:46:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Snowing no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010662,2018-02-05T08:46:00Z
2018135251260,2018,135251260,417591,433492,-1.734425,53.797455,West Yorkshire,Slight,2,1,2018-02-05,Monday,15:42:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010607,2018-02-05T15:42:00Z
