accident_index,accident_year,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
20191369H2103,2019,1369H2103,2,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20191369I0234,2019,1369I0234,2,1,Driver or rider,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
20191369I0298,2019,1369I0298,2,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Small town,Less deprived 40-50%
20191369I0701,2019,1369I0701,1,1,Pedestrian,Male,NA,Over 75,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Less deprived 10-20%
20191369I1464,2019,1369I1464,1,1,Driver or rider,Male,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20191369I1464,2019,1369I1464,2,2,Driver or rider,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Rural,More deprived 30-40%
20191369I1464,2019,1369I1464,2,3,Passenger,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20191369I1687,2019,1369I1687,1,1,Pedestrian,Male,NA,11 - 15,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 20-30%
20191369J0760,2019,1369J0760,2,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
20191369K0314,2019,1369K0314,2,1,Driver or rider,Male,NA,36 - 45,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Less deprived 30-40%
20191369K0364,2019,1369K0364,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 20-30%
20191369K1604,2019,1369K1604,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369K1799,2019,1369K1799,2,1,Driver or rider,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
20191369M0515,2019,1369M0515,2,1,Passenger,Female,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20191369M0515,2019,1369M0515,2,2,Passenger,Female,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20191369M1864,2019,1369M1864,1,1,Driver or rider,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369M1864,2019,1369M1864,2,2,Driver or rider,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369M1864,2019,1369M1864,2,3,Passenger,Female,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369N0003,2019,1369N0003,1,1,Driver or rider,Male,NA,36 - 45,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369N0003,2019,1369N0003,1,2,Passenger,Male,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20191369N0003,2019,1369N0003,2,3,Driver or rider,Male,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20191369N0003,2019,1369N0003,2,4,Passenger,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369N0003,2019,1369N0003,2,5,Passenger,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369N0003,2019,1369N0003,2,6,Passenger,Female,NA,36 - 45,Serious,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369O1206,2019,1369O1206,1,1,Passenger,Female,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Small town,Less deprived 30-40%
20191369O1206,2019,1369O1206,1,2,Passenger,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Small town,More deprived 30-40%
20191369O1217,2019,1369O1217,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 40-50%
20191369O1217,2019,1369O1217,2,2,Passenger,Female,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 40-50%
20191369O1218,2019,1369O1218,1,1,Passenger,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20191369O1703,2019,1369O1703,1,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20191369O1703,2019,1369O1703,1,2,Passenger,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20191369O1703,2019,1369O1703,1,3,Passenger,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20191369P1068,2019,1369P1068,2,1,Driver or rider,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369P1068,2019,1369P1068,2,2,Passenger,Male,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369P1068,2019,1369P1068,2,3,Passenger,Female,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369P2242,2019,1369P2242,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20191369P2242,2019,1369P2242,2,2,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20191369Q0672,2019,1369Q0672,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Data missing or out of range,Data missing or out of range
20191369Q0922,2019,1369Q0922,1,1,Pedestrian,Male,NA,11 - 15,Serious,Crossing on pedestrian crossing facility,Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20191369Q1079,2019,1369Q1079,1,1,Driver or rider,Female,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369Q1079,2019,1369Q1079,1,2,Passenger,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369R0286,2019,1369R0286,1,1,Driver or rider,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20191369R0728,2019,1369R0728,1,1,Driver or rider,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
20191369R1189,2019,1369R1189,1,1,Pedestrian,Male,NA,11 - 15,Slight,On footway or verge,Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 20-30%
20191369R1283,2019,1369R1283,2,1,Passenger,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369R1283,2019,1369R1283,2,2,Passenger,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20191369R1283,2019,1369R1283,2,3,Passenger,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
20191369S1357,2019,1369S1357,1,1,Pedestrian,Female,NA,46 - 55,Slight,"In centre of carriageway - not on refuge, island or central reservation",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Small town,More deprived 40-50%
20191369T0270,2019,1369T0270,2,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20191369T1501,2019,1369T1501,1,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20191369U1459,2019,1369U1459,1,1,Driver or rider,Male,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 500cc rider or passenger,Urban area,More deprived 20-30%
2019136A10513,2019,136A10513,1,1,Passenger,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Rural,Less deprived 30-40%
2019136A10513,2019,136A10513,2,2,Driver or rider,Male,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Agricultural vehicle occupant,Rural,More deprived 40-50%
2019136A10759,2019,136A10759,1,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Small town,More deprived 40-50%
2019136A11266,2019,136A11266,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
2019136A11421,2019,136A11421,2,1,Driver or rider,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136A21158,2019,136A21158,2,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
2019136A21917,2019,136A21917,2,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
2019136A21917,2019,136A21917,2,2,Passenger,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
2019136A30442,2019,136A30442,1,1,Driver or rider,Male,NA,Over 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 30-40%
2019136A31275,2019,136A31275,1,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
2019136A31275,2019,136A31275,1,2,Passenger,Female,NA,0 - 5,Serious,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
2019136A41962,2019,136A41962,1,1,Pedestrian,Female,NA,46 - 55,Serious,Crossing elsewhere within 50m. of pedestrian crossing,Crossing from offside - masked by  parked or stationary vehicle,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 30-40%
2019136A61257,2019,136A61257,1,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136A71671,2019,136A71671,1,1,Pedestrian,Female,NA,36 - 45,Slight,"In centre of carriageway - not on refuge, island or central reservation",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 10-20%
2019136A81222,2019,136A81222,1,1,Pedestrian,Female,NA,16 - 20,Slight,"In carriageway, crossing elsewhere",Crossing from nearside - masked by parked or stationary vehicle,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2019136A90259,2019,136A90259,1,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Data missing or out of range,Data missing or out of range
2019136A90312,2019,136A90312,1,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136A90312,2019,136A90312,2,2,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136A90962,2019,136A90962,3,1,Passenger,Male,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 10-20%
2019136A90962,2019,136A90962,3,2,Passenger,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 10-20%
2019136A91063,2019,136A91063,1,1,Driver or rider,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136A91295,2019,136A91295,1,1,Pedestrian,Female,NA,0 - 5,Slight,"In carriageway, crossing elsewhere",Crossing from nearside - masked by parked or stationary vehicle,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2019136A91322,2019,136A91322,1,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136A91523,2019,136A91523,1,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Small town,More deprived 30-40%
2019136A91523,2019,136A91523,2,2,Passenger,Female,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
2019136A91714,2019,136A91714,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2019136AA1793,2019,136AA1793,1,1,Pedestrian,Male,NA,16 - 20,Slight,"In carriageway, crossing elsewhere",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Small town,Less deprived 30-40%
2019136AB0622,2019,136AB0622,1,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AB1026,2019,136AB1026,1,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AB1026,2019,136AB1026,1,2,Passenger,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AB1026,2019,136AB1026,3,3,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Van / Goods vehicle (3.5 tonnes mgw or under) occupant,Urban area,More deprived 20-30%
2019136AB1115,2019,136AB1115,1,1,Pedestrian,Male,NA,0 - 5,Serious,Crossing on pedestrian crossing facility,Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2019136AB1788,2019,136AB1788,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2019136AC0238,2019,136AC0238,2,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
2019136AC0346,2019,136AC0346,1,1,Passenger,Female,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
2019136AC1505,2019,136AC1505,1,1,Pedestrian,Female,NA,46 - 55,Slight,Unknown or other,"In carriageway, stationary - not crossing  (standing or playing)",Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Less deprived 40-50%
2019136AD0978,2019,136AD0978,1,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AD1607,2019,136AD1607,3,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
2019136AD1905,2019,136AD1905,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AE0724,2019,136AE0724,2,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
2019136AE0984,2019,136AE0984,1,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2019136AE0984,2019,136AE0984,1,2,Passenger,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2019136AG0149,2019,136AG0149,1,1,Driver or rider,Male,NA,36 - 45,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AG0381,2019,136AG0381,1,1,Pedestrian,Female,NA,16 - 20,Slight,Crossing on pedestrian crossing facility,Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Data missing or out of range,Data missing or out of range
2019136AG0416,2019,136AG0416,2,1,Driver or rider,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
2019136AG1036,2019,136AG1036,1,1,Pedestrian,Male,NA,11 - 15,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2019136AG1547,2019,136AG1547,2,1,Driver or rider,Male,NA,46 - 55,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Taxi/Private hire car occupant,Urban area,More deprived 30-40%
2019136AH0338,2019,136AH0338,2,1,Driver or rider,Male,NA,36 - 45,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,More deprived 20-30%
2019136AH0697,2019,136AH0697,1,1,Driver or rider,Male,NA,16 - 20,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,More deprived 20-30%
2019136AI0197,2019,136AI0197,2,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
2019136AI0293,2019,136AI0293,1,1,Pedestrian,Female,NA,11 - 15,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 30-40%
2019136AI0877,2019,136AI0877,1,1,Pedestrian,Male,NA,16 - 20,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 40-50%
2019136AI1181,2019,136AI1181,1,1,Driver or rider,Male,NA,36 - 45,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,More deprived 40-50%
2019136AI1240,2019,136AI1240,2,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 40-50%
2019136AI1922,2019,136AI1922,1,1,Pedestrian,Male,NA,26 - 35,Slight,"In carriageway, not crossing","In carriageway, stationary - not crossing  (standing or playing) - masked by parked or stationary vehicle",Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2019136AK0781,2019,136AK0781,1,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,More deprived 10-20%
2019136AK0781,2019,136AK0781,1,2,Pedestrian,Female,NA,16 - 20,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2019136AK1897,2019,136AK1897,1,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AK1899,2019,136AK1899,1,1,Driver or rider,Male,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
2019136AK1899,2019,136AK1899,1,2,Passenger,Male,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AL1098,2019,136AL1098,1,1,Pedestrian,Male,NA,11 - 15,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 40-50%
2019136AL1137,2019,136AL1137,2,1,Passenger,Female,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AL1945,2019,136AL1945,1,1,Passenger,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AM0272,2019,136AM0272,1,1,Passenger,Male,NA,0 - 5,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AM0272,2019,136AM0272,2,2,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
2019136AM1251,2019,136AM1251,1,1,Pedestrian,Male,NA,16 - 20,Serious,Crossing on pedestrian crossing facility,Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2019136AM1683,2019,136AM1683,1,1,Passenger,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2019136AN0293,2019,136AN0293,1,1,Pedestrian,Male,NA,11 - 15,Serious,"On refuge, central island or central reservation",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 30-40%
2019136AN0423,2019,136AN0423,1,1,Pedestrian,Male,NA,36 - 45,Slight,"In carriageway, not crossing","Walking along in carriageway, facing traffic",Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2019136AN0848,2019,136AN0848,1,1,Pedestrian,Female,NA,26 - 35,Slight,Crossing on pedestrian crossing facility,Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 10-20%
